1476240553.392329931,-0.000443,-0.002233,0.000577,0.069791,0.039855,-9.816250
1476240553.413321972,-0.001782,0.000671,-0.000830,0.070441,0.039810,-9.801611
1476240553.436329842,0.000559,-0.001662,-0.004823,0.072253,0.055650,-9.796395
1476240553.458329916,-0.003497,-0.004074,-0.001746,0.058234,0.062240,-9.808799
1476240553.481322050,-0.001898,0.003444,-0.003494,0.080178,0.042292,-9.813647
1476240553.503321886,-0.000818,0.000349,0.001418,0.065624,0.047953,-9.803904
1476240553.525321960,-0.001523,-0.001978,0.001993,0.074576,0.042131,-9.810892
1476240553.548329830,-0.001600,-0.002600,0.002458,0.075202,0.043257,-9.810910
1476240553.570329905,0.000015,0.001210,-0.003021,0.064166,0.052993,-9.805698
1476240553.592329979,-0.001661,-0.001103,-0.000702,0.075851,0.042479,-9.803440
1476240553.614330053,-0.002096,-0.004388,0.001598,0.079639,0.035409,-9.810453
1476240553.636329889,0.000124,0.002622,-0.000205,0.076335,0.039203,-9.801803
1476240553.658329964,-0.001678,-0.002757,0.003614,0.067953,0.048101,-9.805991
1476240553.681321859,-0.001128,-0.000095,0.002276,0.064421,0.053222,-9.807063
1476240553.703321934,-0.000709,-0.001916,-0.001088,0.074140,0.057185,-9.810126
1476240553.725322008,-0.002750,-0.000894,-0.003661,0.073891,0.038922,-9.803451
1476240553.747321844,0.001030,0.002097,0.002292,0.074673,0.042835,-9.812661
1476240553.768329859,-0.002001,0.002906,0.000061,0.085192,0.060736,-9.795753
1476240553.790329933,-0.000471,0.002054,0.001199,0.072321,0.045702,-9.826285
1476240553.811321974,-0.001957,0.006119,0.003388,0.074218,0.045210,-9.808789
1476240553.834329844,-0.006362,0.001253,0.000694,0.074265,0.036810,-9.799214
1476240553.857321978,0.002749,-0.003913,0.002338,0.074344,0.049580,-9.801036
1476240553.879322052,-0.001103,-0.002808,0.005958,0.069651,0.045594,-9.814170
1476240553.901321888,0.001727,0.000805,-0.003849,0.076541,0.048734,-9.804940
1476240553.923321962,0.000196,-0.001267,0.001036,0.072259,0.048785,-9.814744
1476240553.945322037,0.000964,-0.004340,-0.003573,0.075345,0.053565,-9.800657
1476240553.967321873,-0.002502,0.001324,0.001471,0.058939,0.055184,-9.817275
1476240553.990329981,0.001258,-0.000244,0.004036,0.065994,0.052671,-9.796676
1476240554.012330055,-0.000356,-0.002182,-0.001114,0.082496,0.052078,-9.813665
1476240554.033321857,0.001400,0.000466,0.001296,0.065488,0.056072,-9.788440
1476240554.056329966,-0.000258,0.001802,0.003789,0.065939,0.058860,-9.803679
1476240554.078330040,0.002122,-0.001828,0.000830,0.071225,0.054791,-9.803826
1476240554.100329876,0.001353,0.000833,0.000011,0.086768,0.044343,-9.797524
1476240554.123322010,-0.001270,0.000256,-0.001450,0.069513,0.050429,-9.804237
1476240554.146329880,0.001342,-0.002097,0.002716,0.084414,0.051382,-9.806265
1476240554.167321920,-0.001538,0.001578,-0.000501,0.081040,0.048105,-9.808748
1476240554.190330029,-0.000964,0.002128,-0.001204,0.069713,0.047110,-9.805794
1476240554.212329865,-0.001633,0.001550,0.002771,0.093452,0.049015,-9.800406
1476240554.234329939,0.000534,0.001971,0.000831,0.075651,0.050556,-9.797204
1476240554.256330013,0.000631,-0.000277,-0.001484,0.074698,0.044593,-9.816458
1476240554.278329849,-0.000085,-0.002971,0.000129,0.062525,0.049786,-9.813498
1476240554.301321983,0.000825,-0.001321,-0.001003,0.072457,0.044517,-9.815332
1476240554.323322058,-0.002529,0.000820,0.001259,0.071894,0.044537,-9.806814
1476240554.345321894,-0.001401,0.000417,0.000033,0.073890,0.057067,-9.809280
1476240554.367321968,-0.000150,-0.002563,-0.001789,0.084682,0.040626,-9.816725
1476240554.390329838,0.002425,-0.004783,-0.001912,0.073098,0.045985,-9.801029
1476240554.412292004,-0.001146,0.000143,-0.000735,0.069606,0.052560,-9.807210
1476240554.433283806,0.004440,-0.003014,0.001700,0.058715,0.061194,-9.799758
1476240554.455283880,-0.002708,0.002795,-0.002457,0.079780,0.049374,-9.803262
1476240554.477283955,-0.002710,-0.000294,0.004820,0.069419,0.040446,-9.810804
1476240554.500291824,-0.000271,-0.002293,0.000134,0.073075,0.039205,-9.809305
1476240554.523283958,0.003432,-0.001763,-0.000287,0.079485,0.054588,-9.817171
1476240554.545283794,0.002979,-0.002462,-0.000176,0.065385,0.058631,-9.796267
1476240554.567283869,0.001884,-0.002852,-0.000732,0.077390,0.035918,-9.816373
1476240554.590291977,0.001273,0.000271,0.001458,0.075660,0.046460,-9.802806
1476240554.612291813,0.002088,-0.004499,0.000623,0.072927,0.057233,-9.808325
